year_month,patient_uuid,Region,Company,survey_result,sessions
202105,7976465c-99b7-4108-a13e-13d5b31105f7,Porto,HealthPlus,8,40
202105,507ee918-c465-4627-b107-1359763f46d0,Porto,HealthPlus,9,40
202105,0c2c4cf5-c82d-4bdd-8fd6-b0b08d129e6b,Lisboa,VitaLife,10,40
202105,4241bcb4-4503-4a95-bdaa-25b5f6e28189,Lisboa,MedicoTech,10,26
202105,cda1e7d1-2a5e-46d1-b723-772a25b30472,Lisboa,CareWell,8,5
202105,4b357ef8-39f8-48a7-a7ca-dbf5438295a3,Porto,MedicoTech,10,88
202105,4b6d373b-d3b0-4ecf-a2ed-b94214ccb036,Coimbra,MedicoTech,10,18
202105,d37c84e0-6327-4306-afbb-796e9f85503e,Coimbra,VitaLife,7,17
202105,18022449-4c03-45d9-b4b9-43dae5d5260a,Coimbra,MedicoTech,10,17
202105,bf160e27-36a2-47dd-97a9-2fe1f368686d,Porto,VitaLife,10,29
202105,7f1ef77d-229e-410b-9c67-a2ad5bce838c,Lisboa,MedicoTech,,1
202105,0b84c3ca-65a2-46bf-a05a-d78bbd9d06c0,Porto,HealthPlus,9,2
202105,74224b23-261b-4c09-9dcf-876e9c7da3fd,Coimbra,VitaLife,10,2
202105,b4646c2d-be5a-4a8d-ae04-873dd9dcded8,Lisboa,VitaLife,,5
202105,bfc07ba7-3ae2-406e-a0a9-1c5a85ce11fd,Lisboa,VitaLife,7,2
202105,cff51f02-6a09-40f2-a8f9-eff65a8db6a1,Lisboa,VitaLife,10,2
202105,865a3e14-719e-4ada-81bb-d2f4f00063a8,Porto,VitaLife,,2
202105,d42ac503-af7c-425c-a339-7e81ac5fedc8,Porto,HealthPlus,9,18
202105,6a96efac-f2ea-4e6c-b8b8-f3c4cf09b5f0,Lisboa,CareWell,10,18
202105,03d3210a-bcbe-4d75-b145-6d85b15a27c2,Lisboa,HealthPlus,10,28
202105,ff7f55b4-7342-44e6-8077-69824dad539c,Porto,CareWell,,3
202105,c9e9dadf-8a34-4a6b-b8e1-59feda0c9d15,Coimbra,VitaLife,5,3
202105,894bb360-86c6-4612-8e09-b33862cdaa0b,Coimbra,CareWell,10,2
202105,d28183eb-24be-4cf3-94ba-cb43f7b6ad95,Lisboa,MedicoTech,10,4
202105,841c76e4-3354-485a-8749-ddb7c4e4fd0b,Lisboa,MedicoTech,9,8
202105,0076d21b-cdac-4794-b007-7e97cedc2bae,Coimbra,CareWell,10,8
202105,a6e12e58-ab09-407d-a99f-a6e328b7ab65,Coimbra,CareWell,5,30
202105,b005403e-2f7f-400d-be1a-8e262db15993,Lisboa,VitaLife,6,30
202105,636bc858-832e-4990-a68b-958bcc53e861,Coimbra,MedicoTech,7,30
202105,f605eb2e-b681-4641-ba67-fe9f5ca32bbe,Coimbra,MedicoTech,10,30
202105,facc754b-3e0c-466b-bb5a-f75080824b92,Lisboa,VitaLife,3,2
202105,2840d8e9-f2eb-4acb-ba4a-6b4104e6b8ad,Porto,VitaLife,6,2
202105,ca5a97e3-442f-4dd3-9428-3c6493ddf082,Coimbra,HealthPlus,,1
202105,88eb309a-8a8e-4468-8cda-337879aab01a,Porto,MedicoTech,6,6
202105,b0724aa8-4511-46a2-b2c8-c9593c1462bd,Porto,MedicoTech,8,6
202105,3e516848-9caf-4a77-900d-5d1176d8a3ba,Porto,HealthPlus,9,6
202105,06d21d75-f3ac-4842-b70b-953c3c2ca36e,Porto,MedicoTech,,1
202105,76a0d76a-fa22-41ce-8ebc-bc34af27414e,Lisboa,MedicoTech,10,20
202105,3c2cbda8-5326-473a-8f03-6acf49492ee7,Lisboa,HealthPlus,7,12
202105,2e46afa8-d5ee-4624-acf0-241968ed9257,Lisboa,VitaLife,8,12
202105,4d03c708-fb41-4d1c-ac6a-a3e6b5165474,Coimbra,MedicoTech,9,12
202105,bec38d38-cc40-40c3-ab78-8c0cb49f93ed,Lisboa,MedicoTech,10,12
202105,c191e748-4be3-47b8-a5ce-55439b3e55d5,Porto,HealthPlus,6,57
202105,70290173-4794-48e1-9db1-6a1595cb3898,Lisboa,VitaLife,7,57
202105,0acb5e28-06d7-477e-ab1e-537ddf757402,Porto,VitaLife,8,57
202105,febf58aa-2e49-4b1d-b344-3c9039d3491d,Coimbra,HealthPlus,9,57
202105,6a07fa72-d61d-4d5d-b031-84ebf8a57e11,Coimbra,VitaLife,,1
202105,51b1d4eb-cf84-4e41-bad7-634e46931068,Porto,VitaLife,,1
202105,91fa4e93-ed21-4ff5-9938-7bf5da19c2f8,Lisboa,VitaLife,,3
202105,d16caf6b-1a05-4d9f-bcc6-1965af02c491,Lisboa,VitaLife,5,9
202105,1c3d301a-948a-40dc-9dee-8ae139b779ad,Coimbra,VitaLife,7,9
202105,21d19fe6-2140-4a56-959e-d16e85a52a13,Lisboa,CareWell,8,9
202105,751c0d8e-1e4d-4f14-abc5-ab4f73f23169,Lisboa,MedicoTech,,2
202105,90448284-f392-46ec-a048-f0bc32e1b8a6,Lisboa,VitaLife,9,6
202105,15109c5a-f80d-4f1f-9498-71ffec83c9cf,Lisboa,VitaLife,10,6
202105,afae9dcf-90f7-4164-9810-612abed1211d,Coimbra,MedicoTech,8,19
202105,ff8a0346-3fb6-4a88-966a-a10ce8f054b4,Porto,VitaLife,10,19
202105,06f70fd0-e10c-4d6b-9880-02245dadc8b8,Porto,MedicoTech,,3
202105,624bde0a-0f69-4270-a5e9-374da510929c,Lisboa,MedicoTech,8,33
202105,b4c04d4b-75db-4099-b3ec-34e14778d65d,Porto,MedicoTech,9,33
202105,76efcf6d-98af-42b8-b757-736d66416d6c,Coimbra,MedicoTech,10,33
202105,26c6e73e-5489-466a-b2f8-4993efece31b,Lisboa,VitaLife,5,11
202105,958be791-7633-4f6a-8176-4e06ddc00030,Coimbra,HealthPlus,7,11
202105,d37218cf-c508-4c3e-b594-7ad9d67d4c0f,Lisboa,CareWell,8,11
202105,a3fef3bd-64a4-44a1-bfd5-cbb066a94bb6,Lisboa,VitaLife,5,2
202105,2f68ba06-aa9a-4af7-8e05-ba1785d5f928,Porto,VitaLife,7,4
202105,e8fab9e6-ea20-40be-bf8b-c880081d7109,Lisboa,MedicoTech,6,10
202105,6dd69edd-80dd-45d9-8f6a-5fb028a80b44,Porto,HealthPlus,8,10
202105,9785bef5-5f7e-4529-aad5-7aeefeebc89a,Coimbra,MedicoTech,10,10
202105,73184870-ab3d-4736-8db1-0b4b0a352290,Porto,CareWell,5,9
202105,de449dd0-2731-4e6e-9975-0ab53248dfc3,Lisboa,HealthPlus,6,9
202105,e8be9576-ba85-4058-a76f-bbdb74f7e946,Lisboa,CareWell,7,9
202105,229b4e50-dce5-4c8c-b51b-e375f6e28272,Lisboa,HealthPlus,8,9
202105,41b7c437-cf6c-4fdb-b74b-c2f38c6f68ef,Lisboa,HealthPlus,9,9
202105,bd71a01d-dc7a-4156-82ef-7017c90a96a1,Lisboa,VitaLife,10,9
202105,26fcd6ed-b64b-488c-a865-7fbc0c9acf15,Lisboa,MedicoTech,10,40
202105,6e5097d0-f827-4507-a237-d2afad1635a0,Lisboa,HealthPlus,6,11
202105,9b03f153-d609-41c8-a934-a327262f7b37,Lisboa,VitaLife,8,11
202105,89565faf-7907-4627-b1b0-d8ce7c120710,Porto,MedicoTech,9,11
202105,6833ca49-55c4-45fd-8878-9323267b9b19,Lisboa,CareWell,10,11
202105,a3dab807-3931-46f9-9dd2-bb398a6dbdcf,Lisboa,MedicoTech,6,10
202105,3343a2b8-59f7-4ea9-8d2a-95388c404a6e,Lisboa,CareWell,8,10
202105,20dbec75-2a68-42a9-94af-35285fa05dfb,Lisboa,HealthPlus,9,10
202105,9a96e584-54e6-4315-b721-5b26ef84fa9a,Coimbra,CareWell,10,10
202105,7e25991c-9be0-42d8-90c8-22b7a9f2a203,Coimbra,MedicoTech,6,10
202105,36f230cc-8978-4824-839b-161d498e95c1,Lisboa,HealthPlus,7,10
202105,df6c89b1-69a9-45cb-bd94-c555b10f84d5,Lisboa,VitaLife,8,10
202105,3573b3e4-ede5-4036-81d2-849f77a01abd,Lisboa,HealthPlus,4,8
202105,1d357ce3-8e91-4eb0-ad56-970125e3212f,Lisboa,CareWell,6,8
202105,a0f4d8b9-8a91-4519-b210-eda6a655f624,Lisboa,CareWell,7,8
202105,15546491-a191-48b6-95a8-85a1ba7ea15e,Lisboa,VitaLife,8,8
202105,1799cd30-47c5-470c-86f9-9bcfe883cd5d,Lisboa,VitaLife,10,8
202105,2b4291c0-feeb-48e7-97d7-5eef8d9a0a9a,Lisboa,HealthPlus,6,2
202105,30ed1fe3-354a-47d5-834f-1bd2c27bafda,Lisboa,MedicoTech,7,1
202105,6c009070-3a7c-4bff-9e48-e61e78553e86,Porto,MedicoTech,7,3
202105,b588d43a-3a34-49a1-aad2-aa58b83f780f,Lisboa,MedicoTech,8,5
202105,6ea776e5-8ca2-403c-8bc5-69fdbafcd3e3,Porto,MedicoTech,9,5
202105,7c3cec5a-8475-411a-b3a4-0e273633601c,Porto,MedicoTech,10,5
202105,e8dfe1ba-44b9-4896-bafb-bef64d2988c0,Lisboa,VitaLife,4,19
202105,77763f29-97dc-4ac5-a124-89f6c3f39fca,Coimbra,CareWell,6,19
202105,82488bde-f9f6-48db-9c3d-0a365fa58135,Lisboa,MedicoTech,7,19
202105,2687d482-01ad-4bac-b536-dba57019c38d,Coimbra,VitaLife,8,19
202105,fbc1eac9-3049-4392-b911-d4998f6a778e,Lisboa,MedicoTech,10,3
202105,0d8c9450-6789-4851-bd2c-60bdd9683ed8,Lisboa,VitaLife,8,12
202105,8e36c144-ff47-4e9e-8ee0-614531b401e8,Porto,MedicoTech,9,12
202105,a3cf8965-b34f-47ed-a969-fa28bfc8dbf1,Porto,CareWell,10,12
202105,2771cbcd-b995-49b5-b7a1-6399d94bac71,Lisboa,HealthPlus,10,7
202105,8d5b462b-0eb8-4e00-8f0d-bb2550b5b175,Coimbra,HealthPlus,10,10
202105,a53d4a5d-07a3-44d7-bc26-a7716900fe9b,Porto,VitaLife,10,60
202105,b060aa7f-fb6b-4a4d-b686-da883fa786fb,Lisboa,VitaLife,9,5
202105,47dd043d-f787-4425-b2c2-249f7b09f06b,Lisboa,MedicoTech,10,5
202105,ea9a11f6-8602-4917-b5ed-432965f9f9fb,Lisboa,HealthPlus,6,4
202105,9a9b348e-21c1-4f97-8f33-f33e5b5afc63,Coimbra,CareWell,7,4
202105,4a8a7a72-c403-4c7d-9da3-f93123f38f2a,Coimbra,CareWell,8,4
202105,7ff230ab-d5e7-4289-8cb1-370582955182,Lisboa,HealthPlus,9,4
202105,ae079d91-bdbc-4a36-a539-2dbee7f19643,Porto,MedicoTech,8,9
202105,45fe1108-dfda-444d-8928-c4a8c5322c5d,Coimbra,MedicoTech,9,9
202105,0f2f7a6c-8af8-4b62-8dd7-e95a750bfb89,Coimbra,HealthPlus,6,5
202105,5f6aa8ee-15b8-4149-8e6e-13ebf01c3c52,Lisboa,VitaLife,10,6
202105,b358fbc0-6ca1-4495-aefe-8b7d6c9ead18,Lisboa,VitaLife,9,20
202105,19805103-5350-462a-b91b-4acdc70739a8,Coimbra,VitaLife,10,20
202105,2c222920-e4f5-4d71-8575-6ed61cbf9981,Lisboa,MedicoTech,7,9
202105,8bbb734d-a614-4ee8-bb3e-603f1a176887,Lisboa,MedicoTech,8,9
202105,9497bf27-0f15-4f6e-b448-4fbcb33de093,Coimbra,MedicoTech,10,9
202105,5d779847-ec0b-4006-ae55-0df98b31b358,Lisboa,HealthPlus,6,14
202105,1d8c612f-1a63-4af5-be4c-8f3adce02207,Lisboa,MedicoTech,7,14
202105,8539a02f-06c3-452a-9ab7-6317b1302ecd,Coimbra,VitaLife,8,14
202105,6dec36b1-4eea-4c4a-83cc-95b0f21bafcd,Lisboa,MedicoTech,8,30
202105,7431fc96-e6ba-49f5-afb7-ecb6f74c84f8,Lisboa,VitaLife,9,30
202105,dfa77cac-a8db-4f76-b7ca-f5f21c7efd66,Lisboa,HealthPlus,10,30
202105,5280a6f5-5ac7-4753-863a-3712ef99fb3f,Porto,MedicoTech,9,4
202105,8d7d4f06-d146-4189-8f21-f585f291e775,Porto,VitaLife,10,4
202105,cbd3f959-118b-4f0e-805c-b7f4a6f2a3a7,Lisboa,CareWell,10,12
202105,ac698f99-20ae-492e-a05a-75c1bc946119,Coimbra,MedicoTech,,4
202105,908a731e-0956-45c8-8d5d-d45b6421db19,Coimbra,CareWell,5,16
202105,a5c58c95-7e97-41d1-b7aa-b58cc8e3028e,Lisboa,CareWell,6,16
202105,9e6908e2-1493-4378-81a4-1d6c32334f33,Porto,HealthPlus,7,16
202105,0fa7e957-e61b-4fff-811e-10d4b06a080f,Coimbra,MedicoTech,8,16
202105,623bc3bc-5bd2-439c-8b08-088dc1868598,Lisboa,MedicoTech,,1
202105,283b1439-830d-4082-852c-f1ae68fec4ea,Lisboa,HealthPlus,5,10
202105,65645e0c-2496-46ff-ba28-f071405c05bb,Porto,CareWell,7,10
202105,546076b5-1b12-4fde-92b9-6a45e7c23ef1,Lisboa,HealthPlus,8,10
202105,6de165e3-8b67-422f-bd89-fe061e119b2f,Lisboa,MedicoTech,,3
202105,5aa58086-5c40-4569-bde5-617a247448d8,Coimbra,CareWell,10,37
202105,f38780b8-f4ef-4063-9529-fb1af934fadc,Porto,MedicoTech,,1
202105,4db27d42-4f00-42d3-93a2-f3e890110ac2,Porto,CareWell,9,7
202105,cdfe5de2-0688-44b4-ab49-85804e271100,Lisboa,CareWell,,3
202105,8ab57df9-5749-4c53-9351-003bb773d1e1,Porto,VitaLife,9,30
202105,d9e85c65-decf-4652-9751-8520c71fe2dd,Lisboa,HealthPlus,10,30
202105,cbf45385-b3b8-4c15-8651-cd351201f08a,Lisboa,MedicoTech,6,9
202105,3febce4a-1f49-4e2f-a04e-384050a4d17b,Lisboa,HealthPlus,7,9
202105,8377bb9f-6bea-400b-ab54-a2984e562e44,Coimbra,CareWell,7,7
202105,37d64a0b-95e1-4365-8e1b-21d9eb4ed0ea,Porto,VitaLife,8,7
202105,801dfb0d-5b03-4e08-a5f3-6ab24b2a80a4,Porto,HealthPlus,9,7
202105,27c7d34a-54e4-49c5-8b73-714b82aaa8df,Lisboa,CareWell,0,4
202105,a2f0dde8-829b-48ae-af61-3dc1db01eaaa,Coimbra,MedicoTech,10,4
202105,0b0d2c17-caba-4464-911f-c8cf21e72036,Porto,CareWell,,2
202105,29cc63d7-b2c8-43fc-b7cc-fdade46eb457,Coimbra,MedicoTech,9,25
202105,07d4c817-f3c2-4f73-af1e-75268c6dc6b2,Lisboa,VitaLife,10,25
202105,90acd6e0-ada0-4502-98e6-3539731ba57e,Lisboa,VitaLife,8,18
202105,d59b689f-562b-43fa-abf5-0a8c23f074a7,Lisboa,MedicoTech,9,18
202105,2f691e6a-4632-44ac-bec4-a068d0a31fdd,Lisboa,VitaLife,10,18
202105,f4f08cf1-0266-49af-bc3e-66f305e27506,Lisboa,HealthPlus,9,3
202105,3feb73e4-86da-4c7d-8f02-f81c4142c61c,Porto,HealthPlus,7,26
202105,1aefb243-a288-4343-9d57-eb7a697265ab,Coimbra,HealthPlus,8,26
202105,998d9d7b-8796-4040-8538-8f2fcf2efef0,Lisboa,VitaLife,10,4
202105,b8bcb8b8-3c2b-41fc-8c64-bd49d6c81c9c,Lisboa,VitaLife,5,11
202105,32c0a923-95bf-46f0-b9af-ed2a575132a0,Lisboa,MedicoTech,10,11
202105,85faa1d1-d443-4b81-b6ec-9017726d5061,Coimbra,VitaLife,9,8
202105,04f30f82-cc29-4030-ab3c-70055fba1a5a,Coimbra,MedicoTech,10,8
202105,b53b9557-2e8d-4ddc-aa78-f57364e404e1,Lisboa,VitaLife,9,28
202105,727cf25c-c40c-4790-bb2e-8af2b87214fb,Coimbra,VitaLife,10,28
202105,0f51b090-1a02-4da8-b7f7-9c577643f60e,Lisboa,MedicoTech,8,8
202105,a553d9dd-d042-4dc2-93ba-2e628e9f31bc,Lisboa,VitaLife,9,8
202105,cd75f61a-cc33-433b-bee8-8c1861378a56,Lisboa,CareWell,10,8
202105,a759f339-b605-4241-8fee-148ace6a8046,Coimbra,VitaLife,9,28
202105,6154f784-4f98-4f22-85ea-8b68f3cac1b0,Coimbra,VitaLife,10,28
202105,e3d82770-55d1-4ba4-9340-a6ec5b470342,Coimbra,VitaLife,5,3
202105,4944e428-1dfd-4bb5-92e3-d15dbd0618e2,Coimbra,MedicoTech,10,48
202105,9c9cf6c2-8fd5-4921-be2a-cce34c76e107,Lisboa,MedicoTech,0,1
202105,2edbd84d-3648-43f3-9e23-441c06684f81,Porto,VitaLife,6,3
202105,3199f204-02fb-400e-bf16-37137be279ab,Lisboa,VitaLife,8,6
202105,831ab415-fcfa-4d01-b2ef-1cf79163c836,Lisboa,HealthPlus,9,6
202105,007fc4eb-3062-41d1-bdfd-45020db46702,Coimbra,MedicoTech,10,12
202105,65a57452-1295-416b-8b8b-f2daaaeb6538,Lisboa,VitaLife,9,46
202105,710a55e4-0581-426b-b602-bc19e5656fec,Lisboa,HealthPlus,10,46
202105,eb8e1637-4046-4c5b-82e1-e4f0ef7d007e,Lisboa,VitaLife,,3
202105,dc0da158-5fa9-4c8c-b59e-420cd6a06ec6,Lisboa,VitaLife,5,54
202105,ec10b361-abfc-4450-a30c-46558698f5f4,Lisboa,HealthPlus,6,54
202105,094b776f-bcfd-43fc-b7b7-3a1a79bf27d4,Lisboa,CareWell,7,54
202105,b98cd5f3-7a8e-468f-ae8a-65b8df7d8cc1,Lisboa,MedicoTech,8,25
202105,3a1eec09-3ae1-4360-b449-e95c9daeab7d,Lisboa,VitaLife,9,25
202105,ba2433bd-46ba-4b4b-95b7-6e4a479ee083,Coimbra,VitaLife,10,57
202105,a74bc453-2436-4a5b-b33e-383f3a04d431,Lisboa,CareWell,10,20
202105,3da163f2-9b4c-49b2-8e36-c3f515e89742,Coimbra,VitaLife,8,38
202105,46d01c9b-216e-4c6e-83b3-61ceaa1bf8db,Porto,HealthPlus,9,38
202105,6a779a32-b15d-44db-b486-27a753a97d99,Lisboa,MedicoTech,8,14
202105,83616d83-479e-485a-9cd5-d7608a559c1e,Lisboa,MedicoTech,9,14
202105,923faf75-1a80-4284-b7f4-3b512e75bed0,Lisboa,VitaLife,10,14
202105,7008e299-e38a-4b2b-a085-f462548a07ff,Porto,MedicoTech,10,39
202105,7aa1297b-81a6-40e5-8c63-1e1c9f9ecfa4,Porto,CareWell,7,27
202105,8b930d05-5121-4ca0-92f7-70ddd451e357,Coimbra,VitaLife,8,27
202105,8817745c-963f-4f45-a212-200aa8152e1d,Porto,VitaLife,9,27
202105,2d0041cc-5afd-4fe0-ad09-2276aa5c5f4c,Porto,VitaLife,10,27
202105,c4c60b15-2925-4496-8111-a2b1f84ca95b,Porto,HealthPlus,10,2
202105,0939b499-4a68-4365-9a25-4e06043c879e,Lisboa,MedicoTech,,3
202105,a1d23410-39fb-4dbe-abc8-578df5a538f5,Coimbra,VitaLife,10,15
202105,98a3231c-703c-4d37-9459-f70a687f55c0,Lisboa,VitaLife,,1
202105,44f26aa8-2ee1-4ab2-9887-bb9e2b48ee2e,Lisboa,CareWell,6,13
202105,f4e7b077-7b1c-4b5c-a70f-82e56b880bb5,Lisboa,VitaLife,7,13
202105,3c089d67-6964-46b6-8187-06c5ffc3ce26,Lisboa,VitaLife,6,19
202105,8d5ec566-8dd9-4239-ba41-0200a254296b,Porto,MedicoTech,9,19
202105,e8cd6fdb-6128-4a80-a723-ee4aed999f88,Lisboa,MedicoTech,10,19
202105,2889940e-851f-4d70-9159-3baafbd05f44,Porto,MedicoTech,8,21
202105,e6d61daf-b294-402e-88c7-2b148da6442a,Lisboa,VitaLife,9,21
202105,9bc240f2-c360-4553-b99f-5416c9f9d858,Coimbra,VitaLife,10,1
202105,c084ee3e-f543-466f-92e3-1ceeb1ae1a7f,Coimbra,HealthPlus,8,8
202105,692ad35f-12d6-42dd-bed0-9ea5752a9ee4,Coimbra,HealthPlus,9,8
202105,2c7b4664-7b13-4ced-81d5-6189c33bb273,Lisboa,CareWell,,3
202105,3071bab6-4bcb-4b8d-8e4f-be42cbae391f,Lisboa,MedicoTech,7,31
202105,147668ad-5b89-4ba0-8844-1a2708f466cc,Porto,MedicoTech,8,31
202105,e426e5ef-f40a-471c-9081-14dbe219b24b,Lisboa,MedicoTech,10,14
202105,da0ccaf7-7cfb-4487-822e-dd6daf43384b,Lisboa,CareWell,6,30
202105,73f6acfc-eead-4029-9cd0-86623d705d9f,Lisboa,MedicoTech,7,30
202105,65e623ef-d0e8-4bbc-b947-9d08ae7e5b0f,Lisboa,MedicoTech,8,30
202105,25b8ac5f-0d4c-4d68-afd0-a3cc1eba32fa,Lisboa,VitaLife,9,30
202105,43877480-53e8-459d-a3ba-958e6879c8d1,Lisboa,VitaLife,,4
202105,db8c2b1d-b9ca-4cd3-b434-250d1a0eefba,Coimbra,MedicoTech,,4
202105,354e3ca2-c730-4799-9b78-1e5b45c15c22,Lisboa,VitaLife,8,14
202105,411c576e-764a-4783-a363-0a23897d3678,Porto,MedicoTech,9,14
202105,44f0bbbe-ce88-4964-a5e0-dd1d6cf8ca83,Porto,VitaLife,5,2
202105,43a7af9f-0619-41e9-8104-af98d116b8d3,Porto,CareWell,8,5
202105,8e1db363-434d-48a5-9be2-764499c3114d,Lisboa,VitaLife,10,5
202105,b229e44a-5af5-458f-bfbb-1d3fca646789,Lisboa,MedicoTech,10,5
202105,c7fef87d-50d4-42d6-8d1a-531a79e0b853,Coimbra,VitaLife,8,3
202105,1591c843-6b2c-4953-92de-c13b10f16cb5,Porto,HealthPlus,6,5
202105,8686235e-07f2-4b04-a6e7-40a917bee8b9,Porto,VitaLife,7,5
202105,b209818d-aae4-461a-a988-b0a4fc8bf4e5,Coimbra,VitaLife,9,5
202105,c1ba07bc-0448-4b10-8a10-c8e4c9fe7c70,Lisboa,CareWell,10,5
202105,a1c9ab4a-2c82-4989-b0a7-82af1752a224,Lisboa,VitaLife,7,6
202105,4b01fc57-31c0-4394-a526-587b8f13c518,Lisboa,HealthPlus,10,6
202105,5d6e5614-cdce-4f11-9506-506dc129a091,Lisboa,MedicoTech,6,12
202105,369cfc3b-b048-4453-8886-cf0cd9aa5485,Lisboa,MedicoTech,8,12
202105,4d1824ac-173e-4e1c-8e8f-6bf2b46372cf,Coimbra,CareWell,,1
202105,500e1567-de3c-4500-b39b-783fbd8bb7d1,Lisboa,MedicoTech,8,10
202105,e268ab84-9db4-405a-9e25-6499ba611999,Lisboa,CareWell,10,10
202105,92328a7a-19c3-4786-8632-7058d35d6960,Lisboa,VitaLife,5,13
202105,436ded94-36b3-42db-9666-57f8ddf1cb12,Coimbra,CareWell,7,13
202105,c502db33-ca1e-4a02-9426-3174866e2a27,Coimbra,VitaLife,8,13
202105,b1655aa5-6f95-44dc-aa68-701a1db269bf,Coimbra,MedicoTech,7,5
202105,bda349ad-64d1-48af-81b4-5fd5c0947772,Porto,VitaLife,8,5
202105,c6c58e9a-fca1-4644-8943-fa3d05c66c76,Coimbra,CareWell,9,12
202105,834a4679-a2a7-45dd-8470-deb8e5b8c2ca,Porto,MedicoTech,10,12
202105,894820b7-fefe-4407-b127-55638d059b65,Lisboa,VitaLife,10,26
202105,7dc13e7f-07a7-43b9-9461-95f0b7015fe2,Porto,VitaLife,9,39
202105,0e90d2a2-ddaf-4a9f-9b16-5e0d2a301470,Lisboa,MedicoTech,10,39
202105,4892d64a-00af-4cb4-bc36-1ada553813f7,Lisboa,MedicoTech,10,8
202105,5a378036-676a-41c5-a43a-00fe2784c848,Coimbra,VitaLife,3,105
202105,c55469b2-c134-4fb2-a41a-6ec51b62ac65,Lisboa,MedicoTech,1,105
202105,ba4fc469-3c2d-4240-8f2d-4d09c1e26f9e,Lisboa,MedicoTech,0,105
202105,5bad3af0-5179-4241-a4d4-cc4107c92c0c,Coimbra,HealthPlus,4,105
202105,724d5834-f5fb-4a25-94c2-717adf5815c2,Porto,MedicoTech,5,105
202105,1645a929-fe02-455d-81b7-e05d54170c2d,Lisboa,HealthPlus,6,105
202105,18e9bd44-87fd-4974-8a17-e919e46535d6,Porto,VitaLife,3,31
202105,b86fba25-96e4-4835-a038-5f977eb9c59a,Porto,CareWell,4,31
202105,90ac87bd-f296-4a11-bc5f-8d573581d674,Porto,HealthPlus,5,31
202105,d8aed329-0cee-440a-be4a-8a96494fcabc,Lisboa,VitaLife,6,31
202105,d4d1c693-9907-4dbb-bf67-a4d682e0fbf1,Porto,CareWell,7,31
202105,25bb93ab-ad3c-4610-a430-61a1d27959f9,Lisboa,CareWell,8,31
202105,6184595b-8cdc-47a5-bfad-909bc21fdea7,Porto,VitaLife,10,31
202105,46d16b98-91be-45de-8154-41f0ca025b65,Lisboa,MedicoTech,10,3
202105,e4537c76-2325-4593-9f68-bcb17091358e,Lisboa,VitaLife,7,6
202105,3ff5cbda-1897-4569-98d4-e28927d3fc67,Porto,MedicoTech,8,6
202105,9407841b-6038-4ae5-86e1-e17ab0b6a2c3,Lisboa,MedicoTech,5,15
202105,3d4ec6be-ecc9-4e67-b9b2-ff399a48600c,Lisboa,VitaLife,7,15
202105,58bf3111-a615-4d07-8b4d-d5f6fca3623d,Coimbra,CareWell,10,4
202105,c5fde1c7-48bc-479a-9ee5-ac5864fb16e6,Porto,MedicoTech,8,9
202105,68ba1d8b-af33-40a7-9466-c1006eb25e43,Porto,VitaLife,9,9
202105,d8ae7fc0-64dc-4cd6-98bf-993f4d8640f1,Lisboa,MedicoTech,10,9
202105,9b66a131-f773-4ba9-94d4-8e95ca4578c8,Lisboa,VitaLife,9,25
202105,26940a3d-0e83-49e2-bc28-2365d585602c,Coimbra,MedicoTech,10,25
202105,9d453865-dcee-40ab-8f83-76ad9c1e82e2,Coimbra,MedicoTech,10,22
202105,0db1ea50-4c3b-45ca-ae06-8bdca343f0a6,Porto,MedicoTech,,1
202105,dc7ad0a9-aa8b-40b2-95b3-18a63bedcfeb,Porto,VitaLife,8,5
202105,31b59961-d6cd-4d52-84c5-44ae7bfb9f66,Lisboa,CareWell,9,5
202105,305cb26b-7c3d-4b44-b798-c09378736e1f,Porto,VitaLife,10,5
202105,b59b1609-e515-4af1-82b5-5cc883143c48,Coimbra,VitaLife,8,17
202105,a0c3097e-644a-490b-a483-9728dc515a3c,Porto,VitaLife,9,17
202105,4411fc25-0b53-4739-8556-78a952fd8e74,Porto,MedicoTech,10,17
202105,bae51123-07cf-46a3-a68b-58d70c81f0c0,Lisboa,VitaLife,10,1
202105,1df7907f-cd11-4d7a-9a11-f547dc1269ab,Coimbra,VitaLife,10,17
202105,2a72ffb9-71f3-41c2-9232-cc5bc509e5da,Porto,VitaLife,,2
202105,f5281d51-d6ba-42fb-8c78-87af41974140,Porto,VitaLife,10,4
202105,e33e366e-7eab-4e48-a687-29d6c3bd55c8,Coimbra,HealthPlus,8,1
202105,907bedc0-5343-4996-acb4-e0bf16202839,Lisboa,VitaLife,8,16
202105,f904bc28-5b37-4ddb-bb3c-1e8aacf9dd03,Lisboa,MedicoTech,9,16
202105,e30b218e-f0b7-4c0d-948c-f3e1829b91dc,Porto,VitaLife,10,16
202105,fabb46c6-d63f-44b6-88ca-322fbda1f6ba,Lisboa,MedicoTech,6,24
202105,65b7bb4d-153f-4c16-a470-cf8926dee440,Coimbra,CareWell,7,24
202105,b8891763-cd40-4c45-9180-70de6a2620aa,Porto,MedicoTech,8,24
202105,2dab798b-cb52-4619-b3f6-993a4aa5fa6e,Lisboa,HealthPlus,9,24
202105,832f9824-ab6c-4bfe-976a-0c492aa04a85,Coimbra,MedicoTech,10,5
202105,13f4c45f-5179-478f-96ab-a1f2a3626f64,Coimbra,HealthPlus,4,9
